2018-04-10 10:34:05,826 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:34:06,135 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC><SC><SLT>0</SLT><PN>C.MAN_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC></Conditions><OrderString>ORDER BY A.CREATE_TIME DESC</OrderString><IsPageResult>1</IsPageResult><KeyId>A.OBJ_ID</KeyId><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy>ORDER BY A.CREATE_TIME DESC</OrderBy></PageInfo><QueryTable><TableName>BMP_OBJECT</TableName><AliasName>A</AliasName><JoinTables><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_ATTRIBCLASS</TableName><AliasName>B</AliasName></QueryTable><JoinCondition>A.CLASS_ID=B.CLASS_ID</JoinCondition></JoinTable><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName>C</AliasName></QueryTable><JoinCondition>A.NUM_VAL5=C.MAN_ID</JoinCondition></JoinTable></JoinTables></QueryTable><ResultFields>A.*,B.*,C.MAN_ID,C.MAN_NAME,C.FIELD_1 AS MODEL,(select group_concat(e.group_name) from BMP_OBJ2GROUP D left join bmp_objgroup E on D.GROUP_ID = E.GROUP_ID where D.OBJ_ID = a.obj_ID and e.group_type=1 ) as GROUP_NAME</ResultFields></SqlQuery>']
2018-04-10 10:34:06,135 INFO [parse_xml.py:104]  匹配正则: <node2>(.*?)</node2>
2018-04-10 10:34:06,135 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-10 10:34:06,136 INFO [parse_xml.py:104]  匹配正则: <node3>(.*?)</node3>
2018-04-10 10:34:06,136 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions /><KeyId>M.MAN_ID</KeyId><QueryTable><TableName>bmp_manufacturers</TableName><AliasName>M</AliasName></QueryTable><ResultFields>distinct M.MAN_NAME,M.MAN_NAME as MAN_ID</ResultFields></SqlQuery>']
2018-04-10 10:34:06,136 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:34:06,137 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:36:16,427 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:36:16,581 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:36:16,583 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:36:16,595 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:36:16,597 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:36:16,598 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:37:09,733 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:37:09,980 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:37:09,982 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:37:09,984 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:37:09,988 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:37:09,990 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:42:15,126 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:42:15,269 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:42:15,271 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:42:15,286 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:42:15,288 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:42:15,289 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:42:15,339 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:42:15,339 INFO [test_manufacturer.py:77]  id_xml_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:42:15,340 INFO [test_manufacturer.py:78]  id_database_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:42:15,340 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 20,20
2018-04-10 10:42:15,342 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:42:15,344 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:42:15,345 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>2</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:42:15,362 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:42:15,363 INFO [test_manufacturer.py:77]  id_xml_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:42:15,363 INFO [test_manufacturer.py:78]  id_database_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:42:15,363 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 40,20
2018-04-10 10:42:15,365 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:42:15,369 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:42:15,370 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>3</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:42:15,399 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:42:15,400 INFO [test_manufacturer.py:77]  id_xml_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:42:15,400 INFO [test_manufacturer.py:78]  id_database_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:42:15,400 INFO [test_manufacturer.py:82]  mysql result is 49
2018-04-10 10:42:15,400 INFO [parse_xml.py:104]  匹配正则: <test1>(.*?)</test1>
2018-04-10 10:42:15,401 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC><SC><SLT>0</SLT><PN>C.MAN_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC></Conditions><OrderString>ORDER BY A.CREATE_TIME DESC</OrderString><IsPageResult>1</IsPageResult><KeyId>A.OBJ_ID</KeyId><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy>ORDER BY A.CREATE_TIME DESC</OrderBy></PageInfo><QueryTable><TableName>BMP_OBJECT</TableName><AliasName>A</AliasName><JoinTables><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_ATTRIBCLASS</TableName><AliasName>B</AliasName></QueryTable><JoinCondition>A.CLASS_ID=B.CLASS_ID</JoinCondition></JoinTable><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName>C</AliasName></QueryTable><JoinCondition>A.NUM_VAL5=C.MAN_ID</JoinCondition></JoinTable></JoinTables></QueryTable><ResultFields>A.*,B.*,C.MAN_ID,C.MAN_NAME,C.FIELD_1 AS MODEL,(select group_concat(e.group_name) from BMP_OBJ2GROUP D left join bmp_objgroup E on D.GROUP_ID = E.GROUP_ID where D.OBJ_ID = a.obj_ID and e.group_type=1 ) as GROUP_NAME</ResultFields></SqlQuery>']
2018-04-10 10:42:15,401 INFO [parse_xml.py:104]  匹配正则: <node2>(.*?)</node2>
2018-04-10 10:42:15,401 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-10 10:42:15,402 INFO [parse_xml.py:104]  匹配正则: <node3>(.*?)</node3>
2018-04-10 10:42:15,402 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions /><KeyId>M.MAN_ID</KeyId><QueryTable><TableName>bmp_manufacturers</TableName><AliasName>M</AliasName></QueryTable><ResultFields>distinct M.MAN_NAME,M.MAN_NAME as MAN_ID</ResultFields></SqlQuery>']
2018-04-10 10:42:15,402 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:42:15,403 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>3</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:43:52,659 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:43:52,796 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:43:52,813 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:43:52,814 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:43:52,817 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:43:52,818 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:43:52,832 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:43:52,833 INFO [test_manufacturer.py:55]  id_xml_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:43:52,833 INFO [test_manufacturer.py:56]  id_database_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:43:52,833 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 20,20
2018-04-10 10:43:52,835 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:43:52,837 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:43:52,837 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>2</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:43:52,849 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:43:52,850 INFO [test_manufacturer.py:55]  id_xml_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:43:52,850 INFO [test_manufacturer.py:56]  id_database_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:43:52,850 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 40,20
2018-04-10 10:43:52,851 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:43:52,854 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:43:52,855 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>3</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:43:52,879 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:43:52,880 INFO [test_manufacturer.py:55]  id_xml_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:43:52,880 INFO [test_manufacturer.py:56]  id_database_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:43:52,880 INFO [test_manufacturer.py:60]  mysql result is 49
2018-04-10 10:43:52,880 INFO [parse_xml.py:104]  匹配正则: <test1>(.*?)</test1>
2018-04-10 10:43:52,880 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC><SC><SLT>0</SLT><PN>C.MAN_ID</PN><PV /><SRT>0</SRT><SPT>1</SPT></SC></Conditions><OrderString>ORDER BY A.CREATE_TIME DESC</OrderString><IsPageResult>1</IsPageResult><KeyId>A.OBJ_ID</KeyId><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy>ORDER BY A.CREATE_TIME DESC</OrderBy></PageInfo><QueryTable><TableName>BMP_OBJECT</TableName><AliasName>A</AliasName><JoinTables><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_ATTRIBCLASS</TableName><AliasName>B</AliasName></QueryTable><JoinCondition>A.CLASS_ID=B.CLASS_ID</JoinCondition></JoinTable><JoinTable><JoinType>1</JoinType><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName>C</AliasName></QueryTable><JoinCondition>A.NUM_VAL5=C.MAN_ID</JoinCondition></JoinTable></JoinTables></QueryTable><ResultFields>A.*,B.*,C.MAN_ID,C.MAN_NAME,C.FIELD_1 AS MODEL,(select group_concat(e.group_name) from BMP_OBJ2GROUP D left join bmp_objgroup E on D.GROUP_ID = E.GROUP_ID where D.OBJ_ID = a.obj_ID and e.group_type=1 ) as GROUP_NAME</ResultFields></SqlQuery>']
2018-04-10 10:43:52,881 INFO [parse_xml.py:104]  匹配正则: <node2>(.*?)</node2>
2018-04-10 10:43:52,881 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-10 10:43:52,881 INFO [parse_xml.py:104]  匹配正则: <node3>(.*?)</node3>
2018-04-10 10:43:52,882 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions /><KeyId>M.MAN_ID</KeyId><QueryTable><TableName>bmp_manufacturers</TableName><AliasName>M</AliasName></QueryTable><ResultFields>distinct M.MAN_NAME,M.MAN_NAME as MAN_ID</ResultFields></SqlQuery>']
2018-04-10 10:43:52,882 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:43:52,883 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>3</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:44:15,538 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:44:15,622 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:44:15,624 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:44:15,626 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:44:15,628 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:44:15,628 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:44:15,652 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:44:15,653 INFO [test_manufacturer.py:55]  id_xml_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:44:15,653 INFO [test_manufacturer.py:56]  id_database_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:44:15,653 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 20,20
2018-04-10 10:44:15,655 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:44:15,657 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:44:15,657 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>2</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:44:15,679 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:44:15,680 INFO [test_manufacturer.py:55]  id_xml_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:44:15,680 INFO [test_manufacturer.py:56]  id_database_list: [39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 173, 175, 176, 177, 178, 179, 180, 181, 182]
2018-04-10 10:44:15,680 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 40,20
2018-04-10 10:44:15,682 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:44:15,684 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:44:15,684 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>3</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:44:15,708 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:44:15,709 INFO [test_manufacturer.py:55]  id_xml_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:44:15,709 INFO [test_manufacturer.py:56]  id_database_list: [183, 245, 246, 247, 250, 251, 252, 253, 254]
2018-04-10 10:44:15,709 INFO [test_manufacturer.py:60]  mysql result is 49
2018-04-10 10:45:12,342 INFO [test_manufacturer.py:20]  start test manufacturer
2018-04-10 10:45:12,465 INFO [dataConnect.py:75]  select count(1) from bmp_manufacturers where 1=1
2018-04-10 10:45:12,467 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 0,20
2018-04-10 10:45:12,469 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:45:12,472 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
2018-04-10 10:45:12,472 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><IsPageResult>1</IsPageResult><PageInfo><PageSize>20</PageSize><CurrentPage>1</CurrentPage><RowCount>0</RowCount><PageCount>0</PageCount><OrderBy /></PageInfo><QueryTable><TableName>BMP_MANUFACTURERS</TableName><AliasName /></QueryTable><OrderString /><Conditions /></SqlQuery>']
2018-04-10 10:45:12,487 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-10 10:45:12,487 INFO [test_manufacturer.py:55]  id_xml_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:45:12,487 INFO [test_manufacturer.py:56]  id_database_list: [5, 6, 7, 20, 21, 22, 23, 24, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38]
2018-04-10 10:45:12,487 INFO [dataConnect.py:75]  select MAN_ID from bmp_manufacturers where 1=1 limit 20,20
2018-04-10 10:45:12,490 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-10 10:45:12,492 INFO [parse_xml.py:104]  匹配正则: <Manufacturer>(.*?)</Manufacturer>
